,Unnamed: 0,id,time_created,labeler_id,area,gables,gutters,roof_type,building_type,slope
1308,1308,1409,2020-12-15 13:38:30,1,"MULTIPOLYGON (((48.40322334347663 11.98694764733019, 48.4033346356068 11.98703347801867, 48.40332306123663 11.9870576178998, 48.40331593854596 11.98709114551249, 48.40320286569816 11.9870039737195, 48.40321265941934 11.98696910500231, 48.40322334347663 11.98694764733019)))","MULTILINESTRING ((48.40321265941934 11.98696910500231, 48.40332306123663 11.9870576178998))","MULTILINESTRING ((48.40322334347663 11.98694764733019, 48.4033346356068 11.98703347801867), (48.40320286569816 11.9870039737195, 48.40331593854596 11.98709114551249))",Gabled,Residential,25.0
1309,1309,1411,2020-12-15 13:41:55,1,"MULTIPOLYGON (((48.40288467136669 11.99018037912177, 48.40293007888756 11.99013880488204, 48.40297726705253 11.99012271162795, 48.4030217841492 11.99027291533278, 48.40297548636787 11.99029034969138, 48.40292975524139 11.99033126235008, 48.40288467136669 11.99018037912177)))","MULTILINESTRING ((48.40293007888756 11.99013880488204, 48.40297548636787 11.99029034969138))","MULTILINESTRING ((48.40297726705253 11.99012271162795, 48.4030217841492 11.99027291533278), (48.40288467136669 11.99018037912177, 48.40292975524139 11.99033126235008))",Gabled,Residential,30.0
1310,1310,1402,2020-12-15 13:19:40,1,"MULTIPOLYGON (((48.40038792947672 11.98278197715871, 48.40049922781074 11.98269480536572, 48.40052415860419 11.98282355139844, 48.40055176053982 11.98286110232464, 48.40044135270744 11.98294425080411, 48.40041286032472 11.98290535877339, 48.40038792947672 11.98278197715871)))","MULTILINESTRING ((48.40041286032472 11.98290535877339, 48.40052415860419 11.98282355139844))","MULTILINESTRING ((48.40038792947672 11.98278197715871, 48.40049922781074 11.98269480536572), (48.40044135270744 11.98294425080411, 48.40055176053982 11.98286110232464))",Gabled,Residential,30.0
1311,1311,1404,2020-12-15 13:32:16,1,"MULTIPOLYGON (((48.4006757448315 11.98257008264653, 48.40070067553843 11.98269212315671, 48.40072827737828 11.98273101518742, 48.40061965069624 11.98281148145787, 48.40058937764518 11.98277527163617, 48.40056533726825 11.98264920781247, 48.4006757448315 11.98257008264653)))","MULTILINESTRING ((48.40058937764518 11.98277527163617, 48.40070067553843 11.98269212315671))","MULTILINESTRING ((48.40056533726825 11.98264920781247, 48.4006757448315 11.98257008264653), (48.40061965069624 11.98281148145787, 48.40072827737828 11.98273101518742))",Gabled,Residential,30.0
1312,1312,1406,2020-12-15 13:33:35,1,"MULTIPOLYGON (((48.4034367506658 11.99101738831804, 48.40346346068718 11.99098386070536, 48.4034883900278 11.99095837971972, 48.40355071332593 11.99107639691637, 48.40352845501394 11.99110858342455, 48.40350174502668 11.99113942882822, 48.4034367506658 11.99101738831804)))","MULTILINESTRING ((48.40346346068718 11.99098386070536, 48.40352845501394 11.99110858342455))","MULTILINESTRING ((48.4034883900278 11.99095837971972, 48.40355071332593 11.99107639691637), (48.4034367506658 11.99101738831804, 48.40350174502668 11.99113942882822))",Gabled,Residential,25.0
1313,1313,1408,2020-12-15 13:36:12,1,"MULTIPOLYGON (((48.40334280679591 11.99131376223417, 48.4033828718967 11.99124536590429, 48.40342649830392 11.99120915608259, 48.40350395734286 11.99134460763784, 48.40345944066822 11.99138215856405, 48.40341937562773 11.99144921378942, 48.40334280679591 11.99131376223417)))","MULTILINESTRING ((48.4033828718967 11.99124536590429, 48.40345944066822 11.99138215856405))","MULTILINESTRING ((48.40350395734286 11.99134460763784, 48.40342649830392 11.99120915608259), (48.40334280679591 11.99131376223417, 48.40341937562773 11.99144921378942))",Gabled,Residential,30.0
1314,1314,1410,2020-12-15 13:40:45,1,"MULTIPOLYGON (((48.4032933931281 11.99118233399244, 48.40331743221571 11.99113539533468, 48.40334770364324 11.99111393766256, 48.40340735610943 11.99122659044119, 48.40338331706431 11.99124536590429, 48.40337982171469 11.99124991893768, 48.40335393599373 11.99129364566656, 48.4032933931281 11.99118233399244)))","MULTILINESTRING ((48.40331743221571 11.99113539533468, 48.40337982171469 11.99124991893768))","MULTILINESTRING ((48.40334770364324 11.99111393766256, 48.40340735610943 11.99122659044119), (48.4032933931281 11.99118233399244, 48.40335393599373 11.99129364566656))",Gabled,Residential,25.0
1315,1315,1412,2020-12-15 13:43:40,1,"MULTIPOLYGON (((48.40297370568312 11.99029571410941, 48.40300931936607 11.99027962085532, 48.40302801653963 11.99034265276717, 48.40299329321182 11.99036008712577, 48.40296124088821 11.99038825032043, 48.40294076300422 11.99032521840858, 48.40297370568312 11.99029571410941)))","MULTILINESTRING ((48.40297370568312 11.99029571410941, 48.40299329321182 11.99036008712577))","MULTILINESTRING ((48.40300931936607 11.99027962085532, 48.40302801653963 11.99034265276717), (48.40294076300422 11.99032521840858, 48.40296124088821 11.99038825032043))",Gabled,Residential,25.0
1316,1316,1414,2020-12-15 13:49:29,1,"MULTIPOLYGON (((48.40301916849184 11.99175115315925, 48.40317942972542 11.99154059975158, 48.40321504326431 11.99159424393188, 48.40325510846576 11.99167336909782, 48.40309751849135 11.99188258140098, 48.40305567248389 11.99180747954856, 48.40301916849184 11.99175115315925)))","MULTILINESTRING ((48.40305567248389 11.99180747954856, 48.40321504326431 11.99159424393188), (48.4031910041283 11.99175785868179, 48.40316429396385 11.99170957891952, 48.40312244801132 11.99176724641334, 48.4031473775191 11.9918141850711))","MULTILINESTRING ((48.40309751849135 11.99188258140098, 48.40325510846576 11.99167336909782), (48.40301916849184 11.99175115315925, 48.40317942972542 11.99154059975158), (48.4031473775191 11.9918141850711, 48.4031910041283 11.99175785868179))",Complex,Residential,25.0
1317,1317,1416,2020-12-15 14:01:57,1,"MULTIPOLYGON (((48.40342826710859 11.99156204511543, 48.40370516036205 11.99208641697784, 48.40366598584539 11.99212396790405, 48.40361576001566 11.99219405651093, 48.40356857244303 11.99210286140442, 48.40355699812608 11.99212431907654, 48.4034029704266 11.99184268712997, 48.40340564143116 11.9917756319046, 48.40341365444394 11.99165895581245, 48.40342826710859 11.99156204511543)))","MULTILINESTRING ((48.40341365444394 11.99165895581245, 48.40366598584539 11.99212396790405), (48.40356857244303 11.99210286140442, 48.40357735057309 11.9920904503721, 48.40340564143116 11.9917756319046))","MULTILINESTRING ((48.4034029704266 11.99184268712997, 48.40355699812608 11.99212431907654), (48.40356857244303 11.99210286140442, 48.40361576001566 11.99219405651093), (48.40342826710859 11.99156204511543, 48.40370516036205 11.99208641697784))",Gabled,Public,25.0
1318,1318,1418,2020-12-15 14:09:08,1,"MULTIPOLYGON (((48.40411225708817 11.99183480602549, 48.40416300544281 11.99201049071596, 48.40417992154976 11.99199707967089, 48.40420039893488 11.99206011158274, 48.40422176663229 11.99214594227121, 48.40409356031317 11.9922331140642, 48.40407397320819 11.99214728337572, 48.40405349577217 11.99208559256838, 48.40406863126916 11.9920721815233, 48.40401877314445 11.99189247351931, 48.40406596029943 11.99186162811563, 48.40411225708817 11.99183480602549)))","MULTILINESTRING ((48.40407397320819 11.99214728337572, 48.40420039893488 11.99206011158274), (48.40412650224546 11.9920721815233, 48.40406596029943 11.99186162811563), (48.40412650224546 11.9920721815233, 48.40416478608591 11.99202256065653, 48.40416300544281 11.99201049071596), (48.40412650224546 11.9920721815233, 48.40407308288505 11.99208425146387, 48.40406863126916 11.9920721815233))","MULTILINESTRING ((48.40422176663229 11.99214594227121, 48.40409356031317 11.9922331140642), (48.40417992154976 11.99199707967089, 48.40416300544281 11.99201049071596), (48.40416300544281 11.99201049071596, 48.40411225708817 11.99183480602549), (48.40406863126916 11.9920721815233, 48.40401877314445 11.99189247351931))",Complex,Residential,30.0
1319,1319,1420,2020-12-15 14:42:37,1,"MULTIPOLYGON (((48.40372822989055 11.9916528628456, 48.40376028173084 11.99160860639686, 48.40379144322286 11.99159251314277, 48.40379856584693 11.99159519535178, 48.40384397255195 11.99170918923492, 48.40382705633323 11.99170918923492, 48.40380924978116 11.9917239413845, 48.40378877223858 11.99174942237014, 48.40377719797173 11.99177222114677, 48.40375583008755 11.9917239413845, 48.40373610303904 11.9917398690086, 48.40370953297438 11.99167432051772, 48.40372822989055 11.9916528628456)))","MULTILINESTRING ((48.40376028173084 11.99160860639686, 48.40380924978116 11.9917239413845), (48.40372822989055 11.9916528628456, 48.40375937250155 11.99171545317189, 48.40375583008755 11.9917239413845))","MULTILINESTRING ((48.40379856584693 11.99159519535178, 48.40384397255195 11.99170918923492), (48.40375761074491 11.99173064690704, 48.40377719797173 11.99177222114677), (48.40370953297438 11.99167432051772, 48.40373610303904 11.9917398690086))",Complex,Residential,45.0
1320,1320,1424,2020-12-15 15:40:02,1,"MULTIPOLYGON (((48.40472977989228 11.99145740156476, 48.40476620330671 11.99141129840427, 48.40486154584517 11.99156200771634, 48.40482326252915 11.99160224085157, 48.40478408887368 11.99166124944989, 48.40469416741396 11.99151506905858, 48.40472977989228 11.99145740156476)))","MULTILINESTRING ((48.40472977989228 11.99145740156476, 48.40482326252915 11.99160224085157))","MULTILINESTRING ((48.40476620330671 11.99141129840427, 48.40486154584517 11.99156200771634), (48.40469416741396 11.99151506905858, 48.40478408887368 11.99166124944989))",Gabled,Residential,30.0
1321,1321,1426,2020-12-15 15:41:01,1,"MULTIPOLYGON (((48.4054335026884 11.99308084971947, 48.40551897135197 11.99303391106171, 48.4055268199181 11.99306219805294, 48.40553321611529 11.99309694297356, 48.40550650718083 11.99311437733216, 48.40547623703813 11.99312108285469, 48.40545041837277 11.99313583500428, 48.40544224156687 11.9931091367107, 48.4054335026884 11.99308084971947)))","MULTILINESTRING ((48.40544224156687 11.9931091367107, 48.4055268199181 11.99306219805294))","MULTILINESTRING ((48.4054335026884 11.99308084971947, 48.40551897135197 11.99303391106171), (48.40550650718083 11.99311437733216, 48.40553321611529 11.99309694297356))",Gabled,Residential,25.0
1322,1322,1428,2020-12-15 15:43:57,1,"MULTIPOLYGON (((48.40547564351479 11.99312108285469, 48.40551481663766 11.99311437733216, 48.40552995169976 11.99317875034851, 48.40549433978175 11.99320289022965, 48.40548632709675 11.99321093685669, 48.4054889979919 11.99322434790177, 48.40545872783879 11.99324312336487, 48.40543558006249 11.99314388163132, 48.40547564351479 11.99312108285469)))","MULTILINESTRING ((48.40547564351479 11.99312108285469, 48.40549433978175 11.99320289022965))","MULTILINESTRING ((48.40551481663766 11.99311437733216, 48.40552995169976 11.99317875034851), (48.40543558006249 11.99314388163132, 48.40545872783879 11.99324312336487))",Gabled,Residential,25.0
1323,1323,1430,2020-12-15 15:47:13,1,"MULTIPOLYGON (((48.40531212507313 11.99294610406332, 48.40534773711875 11.99291123534612, 48.40538067823872 11.99289514209203, 48.40541985143471 11.99300913597517, 48.40538602003995 11.99302657033376, 48.40535307892344 11.99305473352842, 48.40531212507313 11.99294610406332)))","MULTILINESTRING ((48.40534773711875 11.99291123534612, 48.40538602003995 11.99302657033376))","MULTILINESTRING ((48.40538067823872 11.99289514209203, 48.40541985143471 11.99300913597517), (48.40531212507313 11.99294610406332, 48.40535307892344 11.99305473352842))",Gabled,Residential,30.0
1324,1324,1432,2020-12-15 15:50:10,1,"MULTIPOLYGON (((48.40535257382793 11.99305515241734, 48.40538640524492 11.99302698922269, 48.40541845604029 11.99301491928212, 48.40543626202899 11.99306185793988, 48.40542913963424 11.9930645401489, 48.40544249412356 11.99311147880666, 48.40541845604029 11.99312623095624, 48.40538551494477 11.9931557352554, 48.40535257382793 11.99305515241734)))","MULTILINESTRING ((48.40538640524492 11.99302698922269, 48.40541845604029 11.99312623095624))","MULTILINESTRING ((48.40541845604029 11.99301491928212, 48.40543626202899 11.99306185793988), (48.40535346412867 11.99306185793988, 48.40538551494477 11.9931557352554))",Gabled,Residential,25.0
1325,1325,1434,2020-12-15 15:52:51,1,"MULTIPOLYGON (((48.40521606086173 11.99293579411618, 48.40525078267208 11.99291701865308, 48.40526146630125 11.99295591068379, 48.40522496389227 11.99297066283338, 48.40519291297498 11.99299212050549, 48.40517332629337 11.9929210419666, 48.40520181600959 11.99290897202603, 48.40520804813288 11.9929398174297, 48.40521606086173 11.99293579411618)))","MULTILINESTRING ((48.40521606086173 11.99293579411618, 48.40522496389227 11.99297066283338))","MULTILINESTRING ((48.40525078267208 11.99291701865308, 48.40526146630125 11.99295591068379), (48.40517332629337 11.9929210419666, 48.40519291297498 11.99299212050549))",Gabled,Residential,30.0
1326,1326,1436,2020-12-15 15:56:05,1,"MULTIPOLYGON (((48.4048234356644 11.99259515357129, 48.4048537061956 11.99258710694425, 48.40484747402888 11.99252943945043, 48.40486973176363 11.99252139282338, 48.40489109917984 11.99252675724141, 48.40489555072379 11.9925790603172, 48.40492760182846 11.99256967258565, 48.40493561460147 11.99263136339299, 48.40494273706533 11.99269707751386, 48.40483590000293 11.99271853518598, 48.40482911843417 11.99265316117817, 48.4048234356644 11.99259515357129)))","MULTILINESTRING ((48.40482911843417 11.99265316117817, 48.40493561460147 11.99263136339299), (48.4048537061956 11.99258710694425, 48.40489555072379 11.9925790603172), (48.40487418330944 11.99258174252622, 48.40486973176363 11.99252139282338))","MULTILINESTRING ((48.40489109917984 11.99252675724141, 48.40489555072379 11.9925790603172), (48.40484747402888 11.99252943945043, 48.4048537061956 11.99258710694425), (48.4048234356644 11.99259515357129, 48.4048537061956 11.99258710694425), (48.40483590000293 11.99271853518598, 48.40494273706533 11.99269707751386))",Complex,Residential,30.0
1327,1327,1413,2020-12-15 13:45:40,1,"MULTIPOLYGON (((48.40305452404267 11.99105465723656, 48.40309369903028 11.99110696031235, 48.40313465466687 11.99118474437378, 48.40302247175764 11.99133897139213, 48.40297973534619 11.99126655174873, 48.40294412164253 11.99121558977745, 48.40305452404267 11.99105465723656)))","MULTILINESTRING ((48.40297973534619 11.99126655174873, 48.40309369903028 11.99110696031235))","MULTILINESTRING ((48.40302247175764 11.99133897139213, 48.40313465466687 11.99118474437378), (48.40294412164253 11.99121558977745, 48.40305452404267 11.99105465723656))",Gabled,Residential,25.0
1328,1328,1415,2020-12-15 13:51:59,1,"MULTIPOLYGON (((48.40284930003499 11.99145162417076, 48.40292408892327 11.99134835912369, 48.4029525798994 11.99138993336342, 48.40298285154405 11.99145698858879, 48.40290984342924 11.99155623032234, 48.40287601036486 11.99148917509697, 48.40284930003499 11.99145162417076)))","MULTILINESTRING ((48.40287601036486 11.99148917509697, 48.4029525798994 11.99138993336342))","MULTILINESTRING ((48.40290984342924 11.99155623032234, 48.40298285154405 11.99145698858879), (48.40284930003499 11.99145162417076, 48.40292408892327 11.99134835912369))",Gabled,Residential,30.0
1329,1329,1417,2020-12-15 14:04:26,1,"MULTIPOLYGON (((48.40231344440819 11.99099158601591, 48.40242740958517 11.99090977864095, 48.40244788767581 11.99097012834379, 48.40247637891871 11.99106668786833, 48.40240515078158 11.99111764983961, 48.40239980866728 11.99110021548101, 48.40235707173267 11.99112703757116, 48.40233411218355 11.99105009436607, 48.40231344440819 11.99099158601591)))","MULTILINESTRING ((48.40233411218355 11.99105009436607, 48.40244788767581 11.99097012834379))","MULTILINESTRING ((48.40242740958517 11.99090977864095, 48.40231344440819 11.99099158601591), (48.40240515078158 11.99111764983961, 48.40247637891871 11.99106668786833))",Gabled,Residential,25.0
1330,1330,1419,2020-12-15 14:15:34,1,"MULTIPOLYGON (((48.40581312340438 11.99316325711822, 48.40596447293511 11.99319410252189, 48.40595378945362 11.99331882524108, 48.40596536322514 11.9933228485546, 48.40596358264509 11.99336710500335, 48.40588790793468 11.99334967064475, 48.40589057880874 11.99331211971854, 48.40585800958182 11.99330449104309, 48.40585674772707 11.99331480192756, 48.4058522962673 11.99331480192756, 48.40584962539123 11.9933402829132, 48.40580065930529 11.99332821297263, 48.40580065930529 11.99330675530051, 48.40581312340438 11.99316325711822)))","MULTILINESTRING ((48.40595378945362 11.99331882524108, 48.40589057880874 11.99331211971854), (48.4058522962673 11.99331480192756, 48.40580065930529 11.99330675530051))",,Flat,Unknown,
1331,1331,1421,2020-12-15 15:31:08,1,"MULTIPOLYGON (((48.40557923739629 11.99254150985394, 48.4056290939913 11.99253212212239, 48.40567716994739 11.99254016874943, 48.40568607289723 11.99278290866528, 48.40566748675917 11.99278190721088, 48.40566381551968 11.99279766081486, 48.40563977754104 11.99279766081486, 48.40561139812866 11.99279934156948, 48.40561128807013 11.99278022645627, 48.40558736012522 11.99278324831539, 48.40558279858327 11.99271048902188, 48.40558290864185 11.99266523111874, 48.40557923739629 11.99262599943791, 48.40557923739629 11.99254150985394)))","MULTILINESTRING ((48.4056290939913 11.99253212212239, 48.40563977754104 11.99279766081486), (48.40557923739629 11.99262599943791, 48.40560149481082 11.99262868164693, 48.4056246425116 11.99266355036412, 48.40560416569991 11.9927145123354, 48.40558279858327 11.99271048902188))","MULTILINESTRING ((48.40567716994739 11.99254016874943, 48.40568607289723 11.99278290866528), (48.40557923739629 11.99254150985394, 48.40557923739629 11.99262599943791))",Gabled,Residential,30.0
1332,1332,1422,2020-12-15 15:33:28,1,"MULTIPOLYGON (((48.40568165843771 11.99278255840306, 48.40570391580744 11.99279194613461, 48.40573863728473 11.99282010932927, 48.40571014786921 11.99293142100339, 48.40567631666755 11.99290996333127, 48.40564248544336 11.99289521118169, 48.40566118164897 11.99280267497067, 48.40566481587342 11.99279934156948, 48.40566830401121 11.99278255840306, 48.40568165843771 11.99278255840306)))","MULTILINESTRING ((48.40567631666755 11.99290996333127, 48.40570391580744 11.99279194613461))","MULTILINESTRING ((48.40573863728473 11.99282010932927, 48.40571014786921 11.99293142100339), (48.40566118164897 11.99280267497067, 48.40564248544336 11.99289521118169))",Gabled,Residential,30.0
1333,1333,1423,2020-12-15 15:37:58,1,"MULTIPOLYGON (((48.40560414311103 11.99314656384034, 48.40562640051465 11.99324312336487, 48.40561660725825 11.99324580557389, 48.40563441317757 11.99332358963532, 48.4055863371811 11.9933383417849, 48.40552668727045 11.99337857492012, 48.40548662385834 11.99320959575219, 48.40554449322126 11.99316936261696, 48.40560414311103 11.99314656384034)))","MULTILINESTRING ((48.40554449322126 11.99316936261696, 48.4055863371811 11.9933383417849))","MULTILINESTRING ((48.40560414311103 11.99314656384034, 48.40562640051465 11.99324312336487), (48.40548662385834 11.99320959575219, 48.40552668727045 11.99337857492012))",Gabled,Residential,30.0
1334,1334,1425,2020-12-15 15:41:01,1,"MULTIPOLYGON (((48.4054335026884 11.99308084971947, 48.40551897135197 11.99303391106171, 48.4055268199181 11.99306219805294, 48.40553321611529 11.99309694297356, 48.40550650718083 11.99311437733216, 48.40547623703813 11.99312108285469, 48.40545041837277 11.99313583500428, 48.40544224156687 11.9931091367107, 48.4054335026884 11.99308084971947)))","MULTILINESTRING ((48.40544224156687 11.9931091367107, 48.4055268199181 11.99306219805294))","MULTILINESTRING ((48.4054335026884 11.99308084971947, 48.40551897135197 11.99303391106171), (48.40550650718083 11.99311437733216, 48.40553321611529 11.99309694297356))",Gabled,Residential,25.0
1335,1335,1427,2020-12-15 15:43:17,1,"MULTIPOLYGON (((48.40452114976645 11.99114492421453, 48.4045638848828 11.99109128003423, 48.40460483933559 11.9910684812576, 48.40471612844292 11.99133267884557, 48.40467517407976 11.9913568187267, 48.40463154874355 11.99140509848897, 48.40452114976645 11.99114492421453)))","MULTILINESTRING ((48.4045638848828 11.99109128003423, 48.40467517407976 11.9913568187267))","MULTILINESTRING ((48.40460483933559 11.9910684812576, 48.40471612844292 11.99133267884557), (48.40452114976645 11.99114492421453, 48.40463154874355 11.99140509848897))",Gabled,Residential,30.0
1336,1336,1429,2020-12-15 15:45:05,1,"MULTIPOLYGON (((48.40498793962399 11.99216689644453, 48.40503423557351 11.99215616760847, 48.40508463673559 11.99238494027668, 48.4050410117506 11.99239164579922, 48.40499773300142 11.99241231856939, 48.40494431455604 11.99219640074369, 48.40498793962399 11.99216689644453)))","MULTILINESTRING ((48.40498793962399 11.99216689644453, 48.4050410117506 11.99239164579922))","MULTILINESTRING ((48.40503423557351 11.99215616760847, 48.40508463673559 11.99238494027668), (48.40494431455604 11.99219640074369, 48.40499773300142 11.99241231856939))",Gabled,Residential,25.0
1337,1337,1431,2020-12-15 15:48:56,1,"MULTIPOLYGON (((48.40517982917439 11.99252256232316, 48.40522078313121 11.99267276602799, 48.40518428069304 11.99269556480462, 48.40514777822867 11.99272641020829, 48.40510682421304 11.99256950098092, 48.40514421701121 11.99253731447274, 48.40517982917439 11.99252256232316)))","MULTILINESTRING ((48.40514421701121 11.99253731447274, 48.40518428069304 11.99269556480462))","MULTILINESTRING ((48.40517982917439 11.99252256232316, 48.40522078313121 11.99267276602799), (48.40510682421304 11.99256950098092, 48.40514777822867 11.99272641020829))",Gabled,Residential,30.0
1338,1338,1433,2020-12-15 15:51:39,1,"MULTIPOLYGON (((48.40521366070631 11.99277871328408, 48.40525283403095 11.99275993782098, 48.40528933641995 11.99289270716721, 48.40525283403095 11.9929074593168, 48.40521098979674 11.99293830472047, 48.40517359704764 11.99280821758324, 48.40521366070631 11.99277871328408)))","MULTILINESTRING ((48.40521366070631 11.99277871328408, 48.40525283403095 11.9929074593168))","MULTILINESTRING ((48.40525283403095 11.99275993782098, 48.40528933641995 11.99289270716721), (48.40517359704764 11.99280821758324, 48.40521098979674 11.99293830472047))",Gabled,Residential,25.0
1339,1339,1435,2020-12-15 15:54:17,1,"MULTIPOLYGON (((48.40507812005426 11.99309253173882, 48.40511818378815 11.9930710740667, 48.40515646688215 11.99306705075318, 48.40516982144305 11.99314081150109, 48.40518139539299 11.99313947039658, 48.40519564025085 11.99322261887604, 48.40514667353526 11.9932333477121, 48.4051092807389 11.99325346427972, 48.40507812005426 11.99309253173882)))","MULTILINESTRING ((48.40511818378815 11.9930710740667, 48.40514667353526 11.9932333477121))","MULTILINESTRING ((48.40518139539299 11.99313947039658, 48.40519564025085 11.99322261887604), (48.40507812005426 11.99309253173882, 48.4051092807389 11.99325346427972))",Gabled,Residential,30.0
1340,1340,1437,2020-12-15 15:58:50,1,"MULTIPOLYGON (((48.40465875870619 11.99246030610166, 48.40471217745149 11.99245091837011, 48.40476292520753 11.99245091837011, 48.40476915738463 11.9925394312676, 48.40478518297931 11.9925394312676, 48.40479319577476 11.99269768159948, 48.4047887442219 11.99269902270398, 48.40479230546422 11.99277278345189, 48.40475224147362 11.99277814786992, 48.40470772589151 11.99278619449697, 48.40470327433118 11.99265074294172, 48.40466855214702 11.99265342515073, 48.40465875870619 11.99246030610166)))","MULTILINESTRING ((48.40471217745149 11.99245091837011, 48.4047210941232 11.99264913786465), (48.40470327433118 11.99265074294172, 48.4047210941232 11.99264913786465, 48.40474778991718 11.9926480607327), (48.40474778991718 11.9926480607327, 48.40475224147362 11.99269768159948), (48.40475224147362 11.99269768159948, 48.4047887442219 11.99269902270398), (48.40475224147362 11.99269768159948, 48.40474155773747 11.99270036380849, 48.4047478034701 11.99270144094044), (48.40475224147362 11.99277814786992, 48.4047478034701 11.99270144094044))","MULTILINESTRING ((48.40478518297931 11.9925394312676, 48.40479319577476 11.99269768159948), (48.40479230546422 11.99277278345189, 48.4047887442219 11.99269902270398), (48.40470327433118 11.99265074294172, 48.40470772589151 11.99278619449697), (48.40465875870619 11.99246030610166, 48.40466855214702 11.99265342515073))",Complex,Residential,25.0
1341,1341,1439,2020-12-15 16:04:42,1,"MULTIPOLYGON (((48.40446437335848 11.99255418341718, 48.4045195729386 11.99253406684957, 48.40457032088685 11.99253004353605, 48.40459970125479 11.99276473682485, 48.40454629601229 11.99277251980675, 48.40449286347184 11.99279424112401, 48.40446437335848 11.99255418341718)))","MULTILINESTRING ((48.4045195729386 11.99253406684957, 48.40454629601229 11.99277251980675))","MULTILINESTRING ((48.40457032088685 11.99253004353605, 48.40459970125479 11.99276473682485), (48.40446437335848 11.99255418341718, 48.40449286347184 11.99279424112401))",Gabled,Residential,30.0
1342,1342,1441,2020-12-15 16:16:19,1,"MULTIPOLYGON (((48.40436465783608 11.99212100666128, 48.40445101861236 11.99210089009366, 48.40448397393409 11.9923527537685, 48.40442966463224 11.99244931329304, 48.40442252847556 11.99236776989065, 48.40439581895784 11.99237447541318, 48.40436465783608 11.99212100666128)))",,,Flat,Residential,
1343,1343,1443,2020-12-15 16:19:22,1,"MULTIPOLYGON (((48.40419987646057 11.99223797804386, 48.40427822464132 11.99220713264018, 48.40428623751664 11.992264800134, 48.40429959230605 11.99234124309093, 48.40421768287588 11.9923720884946, 48.40420521838582 11.99229430443317, 48.40419987646057 11.99223797804386)))","MULTILINESTRING ((48.40420521838582 11.99229430443317, 48.40428623751664 11.992264800134))","MULTILINESTRING ((48.40427822464132 11.99220713264018, 48.40419987646057 11.99223797804386), (48.40429959230605 11.99234124309093, 48.40421768287588 11.9923720884946))",Gabled,Residential,25.0
1344,1344,1484,2020-12-17 15:37:31,6,"MULTIPOLYGON (((48.40198907891187 11.99488710907212, 48.40194010910918 11.99488710907212, 48.40189826214955 11.99490052011719, 48.40192543824834 11.99512302875519, 48.40196949099644 11.99510436800233, 48.402009557179 11.99510168579331, 48.40199798250728 11.99500110295525, 48.40200332466379 11.99499707964173, 48.40198907891187 11.99488710907212)))","MULTILINESTRING ((48.40194010910918 11.99488710907212, 48.40196949099644 11.99510436800233))","MULTILINESTRING ((48.40199798250728 11.99500110295525, 48.402009557179 11.99510168579331), (48.40189826214955 11.99490052011719, 48.40192543824834 11.99512302875519))",Gabled,Residential,45.0
1345,1345,1438,2020-12-15 16:02:04,1,"MULTIPOLYGON (((48.4040126930734 11.99101184592246, 48.40413733830842 11.99096356616019, 48.40417473181936 11.99093272075652, 48.40422013818853 11.99093540296554, 48.40425397035883 11.99092333302497, 48.40426732515667 11.99098770604133, 48.40428335090949 11.99108962998389, 48.40423171235459 11.99110706434249, 48.40422578165366 11.99108541000896, 48.40417325271894 11.9911095498901, 48.40417295117658 11.9911097465515, 48.40417948496826 11.99114039529377, 48.40405038821904 11.99119001616054, 48.40402960923036 11.99108426556586, 48.4040126930734 11.99101184592246)))","MULTILINESTRING ((48.40402960923036 11.99108426556586, 48.4041916479224 11.991018551445, 48.40426732515667 11.99098770604133), (48.40413733830842 11.99096356616019, 48.40414000927436 11.99097697720527, 48.4041916479224 11.991018551445), (48.4041916479224 11.991018551445, 48.40422013818853 11.99093540296554), (48.4041916479224 11.991018551445, 48.40417473181936 11.99093272075652))","MULTILINESTRING ((48.40405038821904 11.99119001616054, 48.40417948496826 11.99114039529377), (48.4040126930734 11.99101184592246, 48.40413733830842 11.99096356616019))",Gabled,Residential,30.0
1346,1346,1442,2020-12-15 16:17:49,1,"MULTIPOLYGON (((48.40287911504642 11.99199017893626, 48.40292363222895 11.99226376425578, 48.40287733435829 11.9922677875693, 48.40282569437591 11.99230131518199, 48.40278206745338 11.99202772986247, 48.40281055850907 11.99200761329486, 48.40285823103014 11.9919933377605, 48.40285863712935 11.99199286114528, 48.40287911504642 11.99199017893626)))","MULTILINESTRING ((48.40281055850907 11.99200761329486, 48.40283993989352 11.99203041207149, 48.40285823103014 11.9919933377605), (48.40283993989352 11.99203041207149, 48.40287733435829 11.9922677875693))","MULTILINESTRING ((48.40287911504642 11.99199017893626, 48.40292363222895 11.99226376425578), (48.40278206745338 11.99202772986247, 48.40282569437591 11.99230131518199), (48.40281055850907 11.99200761329486, 48.40285823103014 11.9919933377605))",Complex,Residential,30.0
