,Unnamed: 0,id,time_created,labeler_id,area,gables,gutters,roof_type,building_type,slope,image_centroid
1592,1592,1718,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40728364640359 11.98463751018524, 48.40742546565009 11.98450836182117, 48.40745702555145 11.98454929233074, 48.40745644687907 11.98456294477463, 48.40748190846382 11.98462222159386, 48.40733412444047 11.98475955069542, 48.40730732745793 11.98469169080734, 48.40728364640359 11.98463751018524)))","MULTILINESTRING ((48.40730732745793 11.98469169080734, 48.40745702555145 11.98454929233074))","MULTILINESTRING ((48.40742546565009 11.98450836182117, 48.40728364640359 11.98463751018524), (48.40748190846382 11.98462222159386, 48.40733412444047 11.98475955069542))",Gabled,Commercial,15.0,POINT (48.407383 11.98463)
1593,1593,1719,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.407498 11.98464787731552, 48.4075558671072 11.98459155092621, 48.40753628131707 11.98455131779098, 48.407526488422 11.98452449570084, 48.4075193663165 11.98451108465576, 48.40751580526375 11.98450974355125, 48.40749532921043 11.98446682820702, 48.40749265842087 11.98445878157997, 48.40744013289279 11.98450303802872, 48.40747129210437 11.98458216319466, 48.40748108499943 11.9846076441803, 48.407498 11.98464787731552)))","MULTILINESTRING ((48.40753628131707 11.98455131779098, 48.40748108499943 11.9846076441803), (48.40747129210437 11.98458216319466, 48.407526488422 11.98452449570084))","MULTILINESTRING ((48.40748108499943 11.9846076441803, 48.40753628131707 11.98455131779098), (48.40744013289279 11.98450303802872, 48.40749265842087 11.98445878157997), (48.407498 11.98464787731552, 48.4075558671072 11.98459155092621))",Complex,Unknown,25.0,POINT (48.407498 11.984554)
1594,1594,1720,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40740273101293 11.98448495337296, 48.40742053629944 11.98445276686478, 48.40743389026432 11.98445276686478, 48.40745347607949 11.98449031779099, 48.40745614687246 11.98454127976227, 48.40742142656377 11.98450641104507, 48.40741519471349 11.9845117754631, 48.40740273101293 11.98448495337296)))","MULTILINESTRING ((48.40742053629944 11.98445276686478, 48.40745614687246 11.98454127976227))","MULTILINESTRING ((48.40743389026432 11.98445276686478, 48.40745347607949 11.98449031779099), (48.40740273101293 11.98448495337296, 48.40741519471349 11.9845117754631))",Gabled,Commercial,60.0,POINT (48.407433 11.984493)
1595,1595,1721,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40391567726363 11.98965229447746, 48.40399046454728 11.98959462698364, 48.4039931355217 11.98959865029716, 48.40401539364183 11.98958255704308, 48.40403943241157 11.98965229447746, 48.40401895494105 11.98966972883606, 48.40402073559066 11.9896764343586, 48.4039450579822 11.98973812516594, 48.40391567726363 11.98965229447746)))","MULTILINESTRING ((48.4039931355217 11.98959865029716, 48.40401895494105 11.98966972883606))",,Flat,Public,,POINT (48.403978 11.989659)
1596,1596,1722,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40426138723114 11.98597065889549, 48.40430768383066 11.98592103802872, 48.40431925798054 11.98594383680534, 48.40433083213041 11.98596931779099, 48.40428097425401 11.98602162086678, 48.4042720710618 11.98599479877663, 48.40426138723114 11.98597065889549)))","MULTILINESTRING ((48.4042720710618 11.98599479877663, 48.40431925798054 11.98594383680534))","MULTILINESTRING ((48.40428097425401 11.98602162086678, 48.40433083213041 11.98596931779099), (48.40426138723114 11.98597065889549, 48.40430768383066 11.98592103802872))",Gabled,Residential,25.0,POINT (48.404297 11.985972)
1597,1597,1723,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40417819622971 11.98527567066765, 48.40424363478898 11.9852491167984, 48.40425138057763 11.98528747238731, 48.4042611741035 11.98534218945122, 48.40426473538565 11.98536257423973, 48.40425672250083 11.98537196197128, 48.40419974198664 11.98539476074791, 48.40418549685809 11.98531697668648, 48.40417819622971 11.98527567066765)))","MULTILINESTRING ((48.40418549685809 11.98531697668648, 48.40425138057763 11.98528747238731))","MULTILINESTRING ((48.40419974198664 11.98539476074791, 48.40425672250083 11.98537196197128), (48.40424363478898 11.9852491167984, 48.40417819622971 11.98527567066765))",Gabled,Commercial,15.0,POINT (48.404222 11.985321)
1598,1598,1724,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.4042818930029 11.98602468515205, 48.40431145159523 11.98599276686478, 48.4043319289333 11.98604104662705, 48.40430432904287 11.98607055092621, 48.4042818930029 11.98602468515205)))",,,Flat,Residential,,POINT (48.404307 11.986033)
1599,1599,1725,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40413383874638 11.98530344907379, 48.40417942320882 11.98528561238384, 48.40419633931793 11.98537332061863, 48.40414986453396 11.98539263252354, 48.40413383874638 11.98530344907379)))",,,Flat,Residential,,POINT (48.404165 11.985341)
1600,1600,1726,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40424561945298 11.98525081349182, 48.40426431616472 11.98524008465576, 48.4042883547941 11.98523606134224, 48.4043025999078 11.9853192098217, 48.40428034191764 11.98532323313522, 48.4042625355255 11.9853366441803, 48.40424561945298 11.98525081349182)))","MULTILINESTRING ((48.40426431616472 11.98524008465576, 48.40428034191764 11.98532323313522))","MULTILINESTRING ((48.4042883547941 11.98523606134224, 48.4043025999078 11.9853192098217), (48.40424561945298 11.98525081349182, 48.4042625355255 11.9853366441803))",Gabled,Residential,25.0,POINT (48.404275 11.985283)
1601,1601,1727,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40390052883212 11.98516081349182, 48.40402784525928 11.9850857116394, 48.40404832272658 11.98514472023773, 48.40406612921988 11.98523189203072, 48.40394059344207 11.98529894725609, 48.40392011597476 11.98521982209015, 48.40390052883212 11.98516081349182)))","MULTILINESTRING ((48.40392011597476 11.98521982209015, 48.40404832272658 11.98514472023773))","MULTILINESTRING ((48.40394059344207 11.98529894725609, 48.40406612921988 11.98523189203072), (48.40390052883212 11.98516081349182, 48.40402784525928 11.9850857116394))",Gabled,Residential,15.0,POINT (48.403986 11.985193)
1602,1602,1728,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40394630443693 11.98529955398464, 48.40399491617131 11.98527474355125, 48.4040118323426 11.98533509325409, 48.40396179608855 11.98535923313522, 48.40394630443693 11.98529955398464)))",,,Flat,Residential,,POINT (48.403978 11.985319)
1603,1603,1729,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40390512887058 11.98434510808468, 48.40395899353719 11.98431158047199, 48.40401953564182 11.98451609890938, 48.40396478065013 11.98454533498764, 48.40390512887058 11.98434510808468)))",,,Flat,Residential,,POINT (48.403963 11.98443)
1604,1604,1730,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40245663157452 11.9924149214611, 48.40250114912762 11.99240553372955, 48.40251450439354 11.99253696197128, 48.40241701095226 11.99255171412086, 48.40241656577673 11.99252757423973, 48.40245574122346 11.99252086871719, 48.40246286403195 11.99251416319466, 48.40245663157452 11.9924149214611)))",,,Flat,Residential,,POINT (48.402478 11.992486)
1605,1605,1731,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40319021166797 11.99429755704308, 48.40324185123056 11.99426134722138, 48.40328903910672 11.99424525396729, 48.40334067866932 11.99445446627045, 48.4032908197813 11.99447458283806, 48.40323739954413 11.99450542824173, 48.40319021166797 11.99429755704308)))","MULTILINESTRING ((48.40324185123056 11.99426134722138, 48.4032908197813 11.99447458283806))","MULTILINESTRING ((48.40319021166797 11.99429755704308, 48.40323739954413 11.99450542824173), (48.40328903910672 11.99424525396729, 48.40334067866932 11.99445446627045))",Gabled,Residential,30.0,POINT (48.403265 11.994374)
1606,1606,1732,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40221207005214 11.99589047238731, 48.40223432893416 11.99588644907379, 48.40225480710561 11.99588376686478, 48.40226192994785 11.9959602098217, 48.4022414517764 11.99596155092621, 48.40221919289439 11.99596423313522, 48.40221207005214 11.99589047238731)))","MULTILINESTRING ((48.40223432893416 11.99588644907379, 48.4022414517764 11.99596155092621))","MULTILINESTRING ((48.40225480710561 11.99588376686478, 48.40226192994785 11.9959602098217), (48.40221207005214 11.99589047238731, 48.40221919289439 11.99596423313522))",Gabled,Residential,25.0,POINT (48.402237 11.995924)
1607,1607,1733,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.39855852749222 11.99932798268795, 48.39859859638474 11.99941783668995, 48.39854009580166 11.99947510185242, 48.39849931457329 11.99938162686825, 48.39855852749222 11.99932798268795)))",,,Flat,Residential,,POINT (48.398549 11.9994)
1608,1608,1734,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39937089057877 11.99792309031105, 48.39939065756995 11.99785040244675, 48.39942093134024 11.99787078723526, 48.39939867121503 11.99794159755325, 48.39937089057877 11.99792309031105)))",,,Flat,Residential,,POINT (48.399396 11.997896)
1609,1609,1735,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.39792276563617 11.99568977840614, 48.39795036895215 11.99562299140167, 48.39798598613407 11.99557739384842, 48.39806701522292 11.995682, 48.39803406932965 11.99573296197128, 48.39800352759616 11.99579371400547, 48.39792276563617 11.99568977840614)))","MULTILINESTRING ((48.39795036895215 11.99562299140167, 48.39803406932965 11.99573296197128))","MULTILINESTRING ((48.39792276563617 11.99568977840614, 48.39800352759616 11.99579371400547), (48.39798598613407 11.99557739384842, 48.39806701522292 11.995682))",Gabled,Residential,25.0,POINT (48.397994 11.995682)
1610,1610,1736,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40062039812408 11.98088895337296, 48.40063998655215 11.98087286011887, 48.40066135574641 11.9808607901783, 48.40067471149282 11.98090370552254, 48.40065690383094 11.98092113988113, 48.4006328634874 11.98093052761269, 48.40062039812408 11.98088895337296)))","MULTILINESTRING ((48.40063998655215 11.98087286011887, 48.40065690383094 11.98092113988113))","MULTILINESTRING ((48.40062039812408 11.98088895337296, 48.4006328634874 11.98093052761269), (48.40066135574641 11.9808607901783, 48.40067471149282 11.98090370552254))",Gabled,Residential,25.0,POINT (48.400648 11.980897)
1611,1611,1737,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40143795338356 11.98201902625656, 48.40148354026488 11.98199260649776, 48.40149431372708 11.98203149852848, 48.40144819262448 11.98205550429916, 48.40143795338356 11.98201902625656)))",,,Flat,Residential,,POINT (48.401466 11.982026)
1612,1612,1738,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40332231928394 11.9855292245369, 48.4033991552301 11.98547893311787, 48.40342052328001 11.98557039644527, 48.40334502283698 11.98561438467312, 48.40332231928394 11.9855292245369)))",,,Flat,Residential,,POINT (48.403372 11.985548)
1613,1613,1739,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40121191446848 11.98577882820702, 48.40117451873287 11.98578955704308, 48.40114246524521 11.98581503802872, 48.40112643850137 11.98577882820702, 48.40111397325617 11.98573725396728, 48.40108370051782 11.98574261838531, 48.40105253740482 11.98577882820702, 48.40106322190071 11.98581637913322, 48.40099911492538 11.98586331779098, 48.40102226466647 11.9859022098217, 48.40103472991167 11.9859732883606, 48.40114157487055 11.98589416319466, 48.40117095723424 11.98598938161468, 48.40122081821504 11.98593707853889, 48.40125287170271 11.98592903191185, 48.40121191446848 11.98577882820702)))","MULTILINESTRING ((48.40114246524521 11.98581503802872, 48.40115760161438 11.98587941104507), (48.40114246524521 11.98581503802872, 48.40102226466647 11.9859022098217), (48.40115760161438 11.98587941104507, 48.40114157487055 11.98589416319466), (48.40112643850137 11.98577882820702, 48.40111041175754 11.9858297901783), (48.40106322190071 11.98581637913322, 48.40111041175754 11.9858297901783), (48.40108370051782 11.98574261838531, 48.40111041175754 11.9858297901783), (48.40117451873287 11.98578955704308, 48.40122081821504 11.98593707853889))","MULTILINESTRING ((48.40106322190071 11.98581637913322, 48.40099911492538 11.98586331779098), (48.40105253740482 11.98577882820702, 48.40106322190071 11.98581637913322), (48.40111397325617 11.98573725396728, 48.40112643850137 11.98577882820702), (48.40114157487055 11.98589416319466, 48.40103472991167 11.9859732883606), (48.40121191446848 11.98577882820702, 48.40125287170271 11.98592903191185), (48.40114157487055 11.98589416319466, 48.40117095723424 11.98598938161468))",Gabled,Residential,30.0,POINT (48.40113 11.985866)
1614,1614,1740,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40064845191582 11.98618894477463, 48.40060660390711 11.98621576686478, 48.4006217404209 11.98626404662704, 48.40063598655152 11.98632037301636, 48.40067961532657 11.98628818650818, 48.40066358842961 11.98623588343239, 48.40064845191582 11.98618894477463)))","MULTILINESTRING ((48.40066358842961 11.98623588343239, 48.4006217404209 11.98626404662704))","MULTILINESTRING ((48.40067961532657 11.98628818650818, 48.40063598655152 11.98632037301636), (48.40064845191582 11.98618894477463, 48.40060660390711 11.98621576686478))",Gabled,Residential,25.0,POINT (48.400644 11.986256)
1615,1615,1741,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40173919067189 11.9844423558197, 48.40175868965149 11.98450941104507, 48.40169796680179 11.98455004651165, 48.40169146714192 11.9845147754631, 48.40167659805703 11.98448339361763, 48.40173919067189 11.9844423558197)))",,,Flat,Residential,,POINT (48.401718 11.984496)
1616,1616,1742,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40162043723493 11.98435721005249, 48.40159087706827 11.98436472023773, 48.40155704314259 11.98439409042644, 48.40157930230423 11.98447495902824, 48.40161224586345 11.9844492098217, 48.40164073759034 11.98443579877663, 48.40162043723493 11.98435721005249)))","MULTILINESTRING ((48.40159087706827 11.98436472023773, 48.40161224586345 11.9844492098217))","MULTILINESTRING ((48.40155704314259 11.98439409042644, 48.40157930230423 11.98447495902824), (48.40162043723493 11.98435721005249, 48.40164073759034 11.98443579877663))",Gabled,Residential,45.0,POINT (48.401598 11.984413)
1617,1617,1743,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40109853475014 11.98390374966812, 48.40116709362436 11.98417197056961, 48.40111545187495 11.98420147486877, 48.40105757750061 11.98397616931152, 48.40108874062526 11.98392118402672, 48.40108606950028 11.98391179629517, 48.40109853475014 11.98390374966812)))",,,Flat,Residential,,POINT (48.401111 11.984062)
1618,1618,1744,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40183019796782 11.98457879312134, 48.40177339283301 11.98461017496681, 48.40182352024821 11.98468460626698, 48.40182850627885 11.98467977829075, 48.4018288624239 11.98467320687866, 48.40185815535392 11.98462237901783, 48.40183019796782 11.98457879312134)))",,,Flat,Residential,,POINT (48.401818 11.984626)
1619,1619,1745,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40205994479631 11.9845898193779, 48.40201507072785 11.98464748687172, 48.40202985067897 11.98466813988113, 48.40204320605649 11.98470032638931, 48.40208861434005 11.98463997668648, 48.40207436860403 11.98460913128281, 48.40205994479631 11.9845898193779)))","MULTILINESTRING ((48.40207436860403 11.98460913128281, 48.40202985067897 11.98466813988113))","MULTILINESTRING ((48.40205994479631 11.9845898193779, 48.40201507072785 11.98464748687172), (48.40208861434005 11.98463997668648, 48.40204320605649 11.98470032638931))",Gabled,Residential,25.0,POINT (48.402053 11.984644)
1620,1620,1746,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40187082855556 11.9843595802412, 48.40185061734368 11.98437352772808, 48.40185569240569 11.98439176674938, 48.40186156879329 11.98441443141556, 48.40188267036692 11.98440048392868, 48.40187715012403 11.9843767463789, 48.40187082855556 11.9843595802412)))","MULTILINESTRING ((48.40187715012403 11.9843767463789, 48.40185569240569 11.98439176674938))","MULTILINESTRING ((48.40187082855556 11.9843595802412, 48.40185061734368 11.98437352772808), (48.40188267036692 11.98440048392868, 48.40186156879329 11.98441443141556))",Gabled,Residential,45.0,POINT (48.401867 11.984386)
1621,1621,1748,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40183232157357 11.98436692428875, 48.40180445322812 11.98438355398464, 48.40181184323665 11.98440662098217, 48.40181843191897 11.98443773460674, 48.40184683448191 11.98442164135265, 48.40183908832838 11.98439052772808, 48.40183232157357 11.98436692428875)))","MULTILINESTRING ((48.40183908832838 11.98439052772808, 48.40181184323665 11.98440662098217))","MULTILINESTRING ((48.40184683448191 11.98442164135265, 48.40181843191897 11.98443773460674), (48.40183232157357 11.98436692428875, 48.40180445322812 11.98438355398464))",Gabled,Residential,15.0,POINT (48.401826 11.984403)
1622,1622,1749,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40184092352062 11.9840890147152, 48.40178032544345 11.98412185836458, 48.40179052899862 11.98416036147499, 48.4017996017933 11.98419655788565, 48.40186044917199 11.98416328508282, 48.401850717509 11.98412643153095, 48.40184092352062 11.9840890147152)))","MULTILINESTRING ((48.401850717509 11.98412643153095, 48.40179052899862 11.98416036147499))","MULTILINESTRING ((48.40186044917199 11.98416328508282, 48.4017996017933 11.98419655788565), (48.40184092352062 11.9840890147152, 48.40178032544345 11.98412185836458))",Gabled,Residential,15.0,POINT (48.40182 11.984144)
1623,1623,1751,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40178016273379 11.98388367361069, 48.4016973588983 11.98393061226845, 48.40170893362799 11.98396816319466, 48.40171783726622 11.98396682209015, 48.40172585054062 11.9839936441803, 48.4017926278273 11.9839587754631, 48.40178461455289 11.98392524785042, 48.40179173746348 11.9839212245369, 48.40178016273379 11.98388367361069)))",,,Flat,Residential,,POINT (48.401749 11.98394)
1624,1624,1752,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40132216358088 11.98138517508221, 48.40129687702711 11.98140341410351, 48.40126161831129 11.98145155975532, 48.40129153479744 11.98151405522537, 48.40132438950991 11.98146590957355, 48.40135074450961 11.98144834110451, 48.40132216358088 11.98138517508221)))","MULTILINESTRING ((48.40129687702711 11.98140341410351, 48.40132438950991 11.98146590957355))","MULTILINESTRING ((48.40132216358088 11.98138517508221, 48.40135074450961 11.98144834110451), (48.40126161831129 11.98145155975532, 48.40129153479744 11.98151405522537))",Gabled,Residential,45.0,POINT (48.401304 11.981447)
1625,1625,1753,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40128994378007 11.98119440244675, 48.40125976015455 11.9811945365572, 48.40121684420321 11.98121800588608, 48.4012258369648 11.98129632638931, 48.40126804061818 11.98126950429916, 48.40129884750441 11.98127084540367, 48.40128994378007 11.98119440244675)))","MULTILINESTRING ((48.40125976015455 11.9811945365572, 48.40126804061818 11.98126950429916))","MULTILINESTRING ((48.40128994378007 11.98119440244675, 48.40129884750441 11.98127084540367), (48.40121684420321 11.98121800588608, 48.4012258369648 11.98129632638931))",Gabled,Residential,45.0,POINT (48.401257 11.98124)
1626,1626,1754,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40110235563062 11.98075576686478, 48.40108098662162 11.98076649570084, 48.401060507988 11.98078393005943, 48.40107742512012 11.98083891534424, 48.401096123003 11.98082013988113, 48.401117492012 11.98081075214958, 48.40110235563062 11.98075576686478)))","MULTILINESTRING ((48.40108098662162 11.98076649570084, 48.401096123003 11.98082013988113))","MULTILINESTRING ((48.401060507988 11.98078393005943, 48.40107742512012 11.98083891534424), (48.40110235563062 11.98075576686478, 48.401117492012 11.98081075214958))",Gabled,Residential,30.0,POINT (48.401089 11.980796)
1627,1627,1755,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.400987903773 11.98039248710251, 48.40096030207669 11.98041394477463, 48.40093626188958 11.98044613128281, 48.40092913887118 11.98046088343239, 48.40094338490798 11.9805172098217, 48.40096297320859 11.98056012516594, 48.4009709866043 11.9805534196434, 48.4009807807546 11.98056951289749, 48.40098612301841 11.98055073743439, 48.40100927282821 11.98052123313522, 48.40103598414722 11.98050111656761, 48.400987903773 11.98039248710251)))","MULTILINESTRING ((48.40096030207669 11.98041394477463, 48.40100927282821 11.98052123313522))","MULTILINESTRING ((48.40094338490798 11.9805172098217, 48.40096297320859 11.98056012516594), (48.400987903773 11.98039248710251, 48.40103598414722 11.98050111656761))",Gabled,Residential,30.0,POINT (48.400979 11.980481)
1628,1628,1756,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40093325183012 11.98014567655373, 48.4008560559816 11.98017276686478, 48.4008581928909 11.98018845778751, 48.40085098082201 11.98018805545616, 48.40085080274623 11.98021004957008, 48.40082239966009 11.98021702331352, 48.40082400234207 11.98023579877663, 48.40082845423645 11.9802666441803, 48.40085650117103 11.98025953632641, 48.400858905194 11.98027133804607, 48.40094687462692 11.98023459178257, 48.40094153235366 11.98020093005943, 48.40093325183012 11.98014567655373)))","MULTILINESTRING ((48.40094153235366 11.98020093005943, 48.40085249446609 11.98023713988113), (48.40085071370834 11.98022372883606, 48.40085249446609 11.98023713988113), (48.40085071370834 11.98022372883606, 48.40082400234207 11.98023579877663))","MULTILINESTRING ((48.40093325183012 11.98014567655373, 48.4008560559816 11.98017276686478), (48.40094687462692 11.98023459178257, 48.400858905194 11.98027133804607))",Gabled,Residential,25.0,POINT (48.400889 11.980213)
1629,1629,1757,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40055420576979 11.97925834473991, 48.40049989231137 11.97926236805344, 48.40044468846838 11.97930260118866, 48.40046694808248 11.97941391286278, 48.40049365961941 11.97953058895493, 48.40050256346506 11.9795627754631, 48.40053016538656 11.97965799388313, 48.40057112307652 11.97976528224373, 48.4006067384591 11.9798497718277, 48.40065214807188 11.97978808102036, 48.40070289999205 11.97976125893021, 48.40065481922557 11.97964592394257, 48.40062988845776 11.9795802098217, 48.40061564230474 11.97953729447746, 48.40059783461345 11.97947023925209, 48.40057646538391 11.97937904414558, 48.400564 11.97931467112923, 48.40055420576979 11.97925834473991)))","MULTILINESTRING ((48.40049989231137 11.97926236805344, 48.40053283654025 11.97942598280335), (48.40057646538391 11.97958691534424, 48.40061297115104 11.97969152149582), (48.40061386153561 11.97969152149582, 48.40063523076515 11.97974516567612, 48.40065214807188 11.97978808102036), (48.40053283654025 11.97942598280335, 48.40055598653893 11.97951583680534), (48.40055598653893 11.97951583680534, 48.40057646538391 11.97958691534424))","MULTILINESTRING ((48.40059783461345 11.97947023925209, 48.40061564230474 11.97953729447746), (48.40050256346506 11.9795627754631, 48.40053016538656 11.97965799388313))",Gabled,Residential,30.0,POINT (48.400564 11.979544)
1630,1630,1758,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40086195166835 11.97996888343239, 48.40083194587783 11.97996955398464, 48.4008323910676 11.97999570552254, 48.40083853468643 11.97999838773155, 48.40083906891415 11.98000911656761, 48.4008705883499 11.98000911656761, 48.40086195166835 11.97996888343239)))",,,Flat,Residential,,POINT (48.400851 11.979989)
1631,1631,1759,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40099831448836 11.97963316919613, 48.40095379562684 11.97965824785042, 48.40096875396431 11.97971323313522, 48.4010123824486 11.97968775214958, 48.40099831448836 11.97963316919613)))",,,Flat,Residential,,POINT (48.400983 11.979673)
1632,1632,1760,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40108245085997 11.97933595360374, 48.40103419247955 11.97933944047546, 48.40098557794872 11.97939120710945, 48.40102938444902 11.97955643118477, 48.40107693052863 11.97950305522537, 48.40112278489379 11.97949474037743, 48.40110586774937 11.97943130613422, 48.40111227845673 11.97942929447746, 48.40110524448615 11.97939777852154, 48.40109740917715 11.97939710796928, 48.40108245085997 11.97933595360374)))","MULTILINESTRING ((48.40103419247955 11.97933944047546, 48.40107693052863 11.97950305522537))","MULTILINESTRING ((48.40098557794872 11.97939120710945, 48.40102938444902 11.97955643118477), (48.40108245085997 11.97933595360374, 48.40109740917715 11.97939710796928))",Gabled,Residential,45.0,POINT (48.401052 11.979436)
1633,1633,1761,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40104305455874 11.97960395643139, 48.40099915900788 11.97963104674244, 48.40102497992015 11.9797316295805, 48.40108000517458 11.97970065006638, 48.40106709471844 11.97965169975185, 48.40105685539116 11.97965840527439, 48.40104305455874 11.97960395643139)))",,,Flat,Residential,,POINT (48.401037 11.979669)
1634,1634,1762,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40124147913183 11.97840107900047, 48.401202925988 11.97845244330311, 48.40117078352858 11.97855114859486, 48.40120791207588 11.97859232050324, 48.40120773400131 11.97861136418724, 48.40123827378962 11.97864140492821, 48.4012749571505 11.97853009325409, 48.40128341569245 11.97851386588955, 48.40129249749539 11.97848516625309, 48.40130291485758 11.97847068232441, 48.40124147913183 11.97840107900047)))","MULTILINESTRING ((48.401202925988 11.97845244330311, 48.4012749571505 11.97853009325409))","MULTILINESTRING ((48.40124147913183 11.97840107900047, 48.40130291485758 11.97847068232441), (48.40117078352858 11.97855114859486, 48.40120791207588 11.97859232050324))",Gabled,Residential,30.0,POINT (48.401234 11.978514)
1635,1635,1763,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40134563602166 11.97879807005596, 48.40129061107769 11.97882569680882, 48.40129524100826 11.97884554515553, 48.40131197108426 11.97887093226385, 48.40134358816776 11.97884138773155, 48.40135543010553 11.97883964429569, 48.40134563602166 11.97879807005596)))",,,Flat,Residential,,POINT (48.401324 11.978832)
1636,1636,1764,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40136194548066 11.9783783266201, 48.40135126103476 11.97839562686825, 48.40134511747837 11.97841842564488, 48.40137512296393 11.97844927104855, 48.40138224592786 11.97842875214958, 48.401393375559 11.97840997668648, 48.40136194548066 11.9783783266201)))","MULTILINESTRING ((48.40135126103476 11.97839562686825, 48.40138224592786 11.97842875214958))","MULTILINESTRING ((48.40136194548066 11.9783783266201, 48.401393375559 11.97840997668648), (48.40134511747837 11.97841842564488, 48.40137512296393 11.97844927104855))",Gabled,Residential,45.0,POINT (48.401368 11.978414)
1637,1637,1765,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40132489037126 11.97836208465576, 48.40129817923341 11.97842109325409, 48.40131153480234 11.97843584540367, 48.4013195481437 11.97844389203072, 48.40133112297009 11.97843182209015, 48.40133468445514 11.9784237754631, 48.40135071113785 11.9783875656414, 48.40133735556893 11.97837281349182, 48.40132489037126 11.97836208465576)))","MULTILINESTRING ((48.40133735556893 11.97837281349182, 48.40131153480234 11.97843584540367))","MULTILINESTRING ((48.40132489037126 11.97836208465576, 48.40129817923341 11.97842109325409), (48.40135071113785 11.9783875656414, 48.40133112297009 11.97843182209015))",Gabled,Residential,45.0,POINT (48.401324 11.978405)
1638,1638,1766,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40120732779125 11.97950827410698, 48.40118934224228 11.97950988343239, 48.40118043850515 11.97948306134224, 48.40116619252576 11.97948842576027, 48.40115176847162 11.97950183680534, 48.40117206899226 11.97957774332047, 48.40118667112114 11.9795662098217, 48.40121872457478 11.97955279877663, 48.40120732779125 11.97950827410698)))","MULTILINESTRING ((48.40116619252576 11.97948842576027, 48.40118667112114 11.9795662098217))","MULTILINESTRING ((48.40117206899226 11.97957774332047, 48.40115176847162 11.97950183680534), (48.40120732779125 11.97950827410698, 48.40121872457478 11.97955279877663))",Gabled,Residential,30.0,POINT (48.401184 11.97953)
1639,1639,1767,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.4011858970557 11.9800003412199, 48.40117209626236 11.97999940244675, 48.40115553531033 11.98001884846211, 48.40117743850494 11.98009596197128, 48.40119435560647 11.98008255092621, 48.40120699891393 11.98007785706043, 48.4011858970557 11.9800003412199)))","MULTILINESTRING ((48.40117209626236 11.97999940244675, 48.40119435560647 11.98008255092621))","MULTILINESTRING ((48.4011858970557 11.9800003412199, 48.40120699891393 11.98007785706043), (48.40115553531033 11.98001884846211, 48.40117743850494 11.98009596197128))",Gabled,Residential,45.0,POINT (48.401181 11.980045)
